combo_name,mean_stride_dur,double_support_pct,r_stance_pct,l_stance_pct,PC1,PC2
combo_a_ALS_strength_vmax,0.47810810810810817,4.43298969072165,44.53608247422681,55.670103092783506,0.42416040425655716,-1.297078475930723
combo_a_ALS_strength_vmax,0.4095238095238095,5.77319587628866,43.608247422680414,57.319587628865975,0.4817822141225856,-1.4161612676835038
combo_a_ALS_strength_vmax,0.39260869565217393,5.257731958762887,42.16494845360825,55.77319587628866,0.4158180494519447,-1.502213513672996
combo_a_ALS_strength_vmax,0.49243243243243245,7.010309278350515,46.49484536082474,56.28865979381443,0.574477737176341,-1.1021827348440938
combo_a_ALS_strength_vmax,0.43674418604651166,6.907216494845361,42.577319587628864,58.04123711340207,0.6275518384272769,-1.4077842279621187
combo_a_ALS_strength_vmax,0.395,6.185567010309279,44.74226804123712,55.97938144329897,0.426425117107667,-1.3398250364268267
combo_a_ALS_strength_vmax,0.4211904761904762,7.628865979381444,47.21649484536082,55.05154639175258,0.46950527855505075,-1.1148628597832337
combo_a_ALS_strength_vmax,0.3924444444444445,5.670103092783505,43.29896907216495,57.73195876288659,0.4714372190979969,-1.4646193086740138
combo_a_ALS_strength_vmax,0.4028888888888889,7.11340206185567,45.876288659793815,56.90721649484536,0.49478458327623437,-1.2565004048583286
combo_a_ALS_strength_vmax,0.4620512820512821,9.690721649484535,44.74226804123712,61.134020618556704,0.8694876818701042,-1.2241733313725807
combo_a_ALS_strength_vmax,0.3,12.30366492146597,50.78534031413613,55.75916230366492,0.5391239852068274,-0.943205262382358
combo_b_stroke_unilateral,0.37642857142857145,8.282208588957054,53.37423312883436,47.54601226993865,0.11101556777256817,-0.7060745536962505
combo_b_stroke_unilateral,0.47857142857142854,6.5015479876160995,51.857585139318886,48.45201238390093,0.19340042698686108,-0.7276711935828777
combo_b_stroke_unilateral,0.44625000000000004,7.346938775510205,46.53061224489796,45.30612244897959,0.22671506728009275,-0.9578974589846924
combo_b_stroke_unilateral,0.48162162162162164,8.041237113402062,50.41237113402062,51.23711340206185,0.39877330222355034,-0.7936983334049115
combo_b_stroke_unilateral,0.405,8.404384896467722,52.49695493300853,47.38124238733252,0.1693710149178236,-0.7069749244981821
combo_b_stroke_unilateral,0.44583333333333336,6.913996627318718,56.66104553119731,42.49578414839797,-0.09212605126696151,-0.4075065626250134
combo_b_stroke_unilateral,0.265,8.421052631578947,55.78947368421052,42.63157894736842,-0.21372654195787819,-0.6366011738329833
combo_c_feedback_delay_noise,0.33067669172932335,1.9750952291225048,84.03765417215502,7.666295739177762,-2.0917378673240794,1.2779793763611804
combo_c_feedback_delay_noise,0.3863967611336032,2.5446626878563996,82.0553637269543,10.708208704811767,-1.8580704571280922,1.2152078219309663
combo_c_feedback_delay_noise,0.4146969696969697,1.965123016531828,81.04661235168054,12.319378543526346,-1.7899795745418865,1.1526726910320597
combo_c_feedback_delay_noise,0.42968911917098446,2.531520120279266,77.08900697528519,17.07790992130487,-1.519714115369734,0.9066855925544207
combo_c_feedback_delay_noise,0.42301158301158304,2.573482617282638,73.74851656942371,16.281196191189725,-1.4777493759741667,0.7429087929522208
combo_c_feedback_delay_noise,0.4357511737089202,2.937032986635678,74.03444666204915,17.083641791689132,-1.4228140506790143,0.7723046404150153
combo_c_feedback_delay_noise,0.4476136363636363,3.35039219150676,74.52852719132461,16.315974527049853,-1.4143395925297233,0.8401287611440199
combo_c_feedback_delay_noise,0.4435177865612648,2.125701132664351,76.15342199334705,13.473576319508677,-1.6074327307177785,0.9256289844178212
combo_c_feedback_delay_noise,0.4206547619047619,2.832773353021155,67.77063233176912,17.091393565120434,-1.3164910719759841,0.42962236356038075
combo_c_feedback_delay_noise,0.3815942028985507,2.345110037487748,74.32585615917458,13.350318926081288,-1.6395190671680273,0.7620789826581081
combo_c_feedback_delay_noise,0.3954255319148936,1.7281226154269302,77.30355070124237,12.41537322382436,-1.7477495657926068,0.9271745446661632
combo_c_feedback_delay_noise,0.4347953216374269,2.138945556486937,82.19762049847292,10.319502142880408,-1.8336118279317364,1.277916718974085
REAL_Healthy,1.097,28.225,64.394,63.828,2.474772142083675,1.1779795540994729
REAL_ALS,1.469,40.767,67.98,67.688,3.747869597021084,2.198288109769465
REAL_Parkinsons,1.14,34.149,67.309,66.716,2.9078477305447947,1.532523108847915
REAL_Huntingtons,2.217,30.171,68.316,65.143,4.0007429329786355,2.865930580832393
