combo_name,mean_stride_dur,double_support_pct,r_stance_pct,l_stance_pct,subject_id,is_real,PC1,PC2
combo_a_ALS_strength_vmax,0.47810810810810817,4.43298969072165,44.53608247422681,55.670103092783506,sim,False,-1.0233242835867504,-1.710116944731483
combo_a_ALS_strength_vmax,0.4095238095238095,5.77319587628866,43.608247422680414,57.319587628865975,sim,False,-0.9012977552431486,-1.8114877437533907
combo_a_ALS_strength_vmax,0.39260869565217393,5.257731958762887,42.16494845360825,55.77319587628866,sim,False,-0.9916203801818446,-1.909521449398891
combo_a_ALS_strength_vmax,0.49243243243243245,7.010309278350515,46.49484536082474,56.28865979381443,sim,False,-0.8745118876172704,-1.5630402407860535
combo_a_ALS_strength_vmax,0.43674418604651166,6.907216494845361,42.577319587628864,58.04123711340207,sim,False,-0.8211759018257233,-1.8842935452780192
combo_a_ALS_strength_vmax,0.395,6.185567010309279,44.74226804123712,55.97938144329897,sim,False,-0.9343365417414323,-1.719224318345972
combo_a_ALS_strength_vmax,0.4211904761904762,7.628865979381444,47.21649484536082,55.05154639175258,sim,False,-0.8979809788269674,-1.518370558812556
combo_a_ALS_strength_vmax,0.3924444444444445,5.670103092783505,43.29896907216495,57.73195876288659,sim,False,-0.891104171030474,-1.8432163402001112
combo_a_ALS_strength_vmax,0.4028888888888889,7.11340206185567,45.876288659793815,56.90721649484536,sim,False,-0.8511984681413524,-1.6403098757696726
combo_a_ALS_strength_vmax,0.4620512820512821,9.690721649484535,44.74226804123712,61.134020618556704,sim,False,-0.5622146645081085,-1.741092089244227
combo_a_ALS_strength_vmax,0.3,12.30366492146597,50.78534031413613,55.75916230366492,sim,False,-0.6526296311693826,-1.2896683122620443
combo_b_stroke_unilateral,0.37642857142857145,8.282208588957054,53.37423312883436,47.54601226993865,sim,False,-1.1575879557697566,-1.0078758180280716
combo_b_stroke_unilateral,0.47857142857142854,6.5015479876160995,51.857585139318886,48.45201238390093,sim,False,-1.2010930576355112,-1.1009582482991787
combo_b_stroke_unilateral,0.44625000000000004,7.346938775510205,46.53061224489796,45.30612244897959,sim,False,-1.3034876909728614,-1.4729698616794535
combo_b_stroke_unilateral,0.48162162162162164,8.041237113402062,50.41237113402062,51.23711340206185,sim,False,-1.0215843982636976,-1.2295805425233797
combo_b_stroke_unilateral,0.405,8.404384896467722,52.49695493300853,47.38124238733252,sim,False,-1.1591872346318028,-1.062486933392769
combo_b_stroke_unilateral,0.44583333333333336,6.913996627318718,56.66104553119731,42.49578414839797,sim,False,-1.4120338783086963,-0.7013295854401069
combo_b_stroke_unilateral,0.265,8.421052631578947,55.78947368421052,42.63157894736842,sim,False,-1.3491788272884395,-0.8172703865629899
combo_c_feedback_delay_noise,0.33067669172932335,1.9750952291225048,84.03765417215502,7.666295739177762,sim,False,-2.980853000249473,1.5935102222235802
combo_c_feedback_delay_noise,0.3863967611336032,2.5446626878563996,82.0553637269543,10.708208704811767,sim,False,-2.8340384149928113,1.4367883915683022
combo_c_feedback_delay_noise,0.4146969696969697,1.965123016531828,81.04661235168054,12.319378543526346,sim,False,-2.7967287845570703,1.3550414222808593
combo_c_feedback_delay_noise,0.42968911917098446,2.531520120279266,77.08900697528519,17.07790992130487,sim,False,-2.587935134087237,1.0251014670774612
combo_c_feedback_delay_noise,0.42301158301158304,2.573482617282638,73.74851656942371,16.281196191189725,sim,False,-2.626506876491166,0.7842539369546238
combo_c_feedback_delay_noise,0.4357511737089202,2.937032986635678,74.03444666204915,17.083641791689132,sim,False,-2.576128879413743,0.8023067647486626
combo_c_feedback_delay_noise,0.4476136363636363,3.35039219150676,74.52852719132461,16.315974527049853,sim,False,-2.5862027317609395,0.8498803070785729
combo_c_feedback_delay_noise,0.4435177865612648,2.125701132664351,76.15342199334705,13.473576319508677,sim,False,-2.753167640593641,0.9924732505175499
combo_c_feedback_delay_noise,0.4206547619047619,2.832773353021155,67.77063233176912,17.091393565120434,sim,False,-2.5965574931594517,0.3359139097310759
combo_c_feedback_delay_noise,0.3815942028985507,2.345110037487748,74.32585615917458,13.350318926081288,sim,False,-2.755801307612183,0.8411261640111748
combo_c_feedback_delay_noise,0.3954255319148936,1.7281226154269302,77.30355070124237,12.41537322382436,sim,False,-2.813837512799112,1.0722255381769974
combo_c_feedback_delay_noise,0.4347953216374269,2.138945556486937,82.19762049847292,10.319502142880408,sim,False,-2.865372036200065,1.4643272724701362
REAL_Huntingtons,1.0568849809885932,26.629429657794677,62.79733840304183,63.83836501901141,hunt6,True,0.400535502356742,-0.2336526991077451
REAL_ALS,1.3158150943396227,28.3797641509434,64.2179716981132,64.32783018867924,als9,True,0.5180367646121012,-0.054869586604015676
REAL_Huntingtons,22.280549369747902,-6.395546218487396,97.81777310924367,61.28071428571428,hunt20,True,0.008496222941301458,8.524235335893664
REAL_Huntingtons,1.0916252941176467,26.296784313725485,62.754313725490206,63.56219607843137,hunt14,True,0.3759049320894723,-0.22467686895196898
REAL_Parkinsons,1.1029256972111554,35.00223107569722,68.1207171314741,66.83155378486056,park13,True,0.9210285979080552,0.15835021038293637
REAL_Healthy,1.1081394422310755,26.39187250996016,63.476294820717136,62.916055776892435,control13,True,0.3569014248462332,-0.16056691110506233
REAL_Huntingtons,1.2328526666666668,31.234222222222225,65.41617777777778,65.82706666666667,hunt2,True,0.7079487201970769,8.981368176478833e-05
REAL_Huntingtons,1.2584397727272727,33.12690909090909,67.26554545454546,65.87527272727273,hunt10,True,0.8026930910099828,0.14650685321677837
REAL_Parkinsons,1.2506164414414416,30.860315315315315,61.70702702702703,69.1464864864865,park4,True,0.8163681936176134,-0.29908383452675846
REAL_Parkinsons,1.1294941295546557,32.410445344129556,67.75615384615384,64.67198380566802,park12,True,0.7155827221871269,0.15481207067912903
