combo_name,mean_stride_dur,double_support_pct,r_stance_pct,l_stance_pct,PC1,PC2,is_real
REAL_Huntingtons,1.0568849809885932,26.629429657794677,62.79733840304183,63.83836501901141,0.04889320275573835,-1.1846857552701742,True
REAL_ALS,1.3158150943396227,28.3797641509434,64.2179716981132,64.32783018867924,0.08819575559463619,-0.8178507849411251,True
REAL_Huntingtons,22.280549369747902,-6.395546218487396,97.81777310924367,61.28071428571428,10.33751931679724,3.0645452870239103,True
REAL_Huntingtons,1.0916252941176467,26.296784313725485,62.754313725490206,63.56219607843137,0.1019644839814385,-1.2569542341466269,True
REAL_Parkinsons,1.1029256972111554,35.00223107569722,68.1207171314741,66.83155378486056,-0.25385058053129245,0.40702229038866156,True
REAL_Healthy,1.1081394422310755,26.39187250996016,63.476294820717136,62.916055776892435,0.23564366942892928,-1.3009708339408654,True
REAL_Huntingtons,1.2328526666666668,31.234222222222225,65.41617777777778,65.82706666666667,-0.14601471892341433,-0.2580204769004507,True
REAL_Huntingtons,1.2584397727272727,33.12690909090909,67.26554545454546,65.87527272727273,-0.08460605500873364,0.04838429373724756,True
REAL_Parkinsons,1.2506164414414416,30.860315315315315,61.70702702702703,69.1464864864865,-0.8140482128826247,-0.015585664697561237,True
REAL_Parkinsons,1.1294941295546557,32.410445344129556,67.75615384615384,64.67198380566802,0.09869615171583543,-0.18750183869767745,True
REAL_Healthy,1.1412079918032787,26.70311475409836,63.26872950819672,63.34754098360656,0.16101169541851615,-1.2189378114218625,True
REAL_Huntingtons,1.2006612068965516,30.431982758620688,64.60461206896552,65.83543103448275,-0.1828368970926276,-0.3874766797383975,True
REAL_Huntingtons,1.1629495815899582,38.48330543933054,74.53564853556485,63.962133891213384,0.4537029667885159,0.7097341959616055,True
REAL_Parkinsons,1.0578558935361215,35.19593155893536,68.15022813688213,67.07768060836501,-0.2998135084306146,0.4642697122314672,True
REAL_Huntingtons,1.204139224137931,33.33573275862069,65.66616379310345,67.72875,-0.4542562185698102,0.2487750017930578,True
REAL_Healthy,1.1119464,30.86328,64.69824,66.17840000000001,-0.2572529688609355,-0.2973318252648662,True
REAL_ALS,1.1951359913793105,30.731422413793105,65.93918103448276,64.81314655172413,0.02984863392352589,-0.4321631458689257,True
REAL_Parkinsons,1.1340204081632652,33.43861224489795,68.4411836734694,65.01538775510204,0.06666614887768947,0.006451120962588725,True
REAL_Huntingtons,1.13896267281106,48.73857142857143,71.0316129032258,77.34410138248847,-1.8903731970383728,3.4976620332704065,True
REAL_ALS,2.3046426229508197,37.119180327868854,68.53155737704918,66.6594262295082,-0.02114027971678457,0.6443788433784945,True
REAL_Healthy,1.1082998,28.03292,65.16207999999999,62.87012,0.30046282120501,-1.0462752770977821,True
REAL_ALS,1.2961704651162789,33.98558139534884,69.18739534883721,64.86227906976744,0.15902221677745235,0.10171188236903317,True
REAL_Huntingtons,1.0839193359375,25.9184765625,63.562070312500005,62.2757421875,0.3335225105369656,-1.4455841825440217,True
REAL_Healthy,1.0723602316602316,32.048185328185326,64.44625482625483,67.61073359073359,-0.5110211122653029,0.014854715969170255,True
REAL_ALS,1.7501880503144656,64.9537106918239,69.53616352201257,72.92805031446542,-2.2591012875241963,3.227118219242496,True
REAL_Huntingtons,1.0302705555555556,31.154074074074067,68.02237037037037,63.143370370370384,0.33451142754246616,-0.5359962043852508,True
REAL_ALS,1.575361079545455,44.05897727272727,72.92852272727272,71.12056818181819,-0.6783732527226373,2.2815214173491905,True
REAL_ALS,1.520154918032787,35.80207650273224,67.2951912568306,68.53284153005464,-0.45610966082012294,0.7416107625376749,True
REAL_Healthy,1.0408372659176028,25.65434456928839,62.92692883895132,62.724007490636694,0.2319853945236653,-1.4425539431297547,True
REAL_ALS,1.1490834710743802,31.54884297520661,65.22070247933884,66.33640495867769,-0.2567196563203936,-0.17133324506501002,True
REAL_Huntingtons,1.1078164682539682,30.978690476190476,63.60698412698412,67.56111111111112,-0.5130601706204696,-0.1342098561460337,True
REAL_Healthy,1.090717843137255,32.96866666666667,68.6835294117647,64.29298039215686,0.18255048084732314,-0.1391350591601345,True
REAL_ALS,1.2917156097560976,73.44043902439024,66.57043902439025,64.8579024390244,-2.196714994125687,1.5825513328408827,True
REAL_ALS,1.1337071138211383,34.93459349593496,67.43544715447155,67.49963414634145,-0.3767286760830007,0.4660247658075765,True
REAL_Healthy,1.0681026923076922,25.7415,63.19207692307692,62.54792307692309,0.2766499185226903,-1.4416016426389209,True
REAL_Parkinsons,1.365654187192118,40.88133004926108,69.57753694581281,71.19610837438424,-0.860839629979615,1.753059823909924,True
REAL_ALS,1.2985481958762888,36.108711340206185,69.41463917525775,66.6779381443299,-0.13533529022879454,0.5927890910854352,True
REAL_ALS,1.2150421397379914,33.403580786026204,66.12034934497815,67.31781659388646,-0.369976374543283,0.22059521666802764,True
REAL_Healthy,1.029694074074074,31.90037037037037,68.65592592592591,63.24974074074074,0.338083786707259,-0.40934519256450813,True
REAL_Parkinsons,1.252422747747748,28.34945945945946,64.64923423423423,63.73256756756757,0.1780774726161946,-0.8986350226945722,True
REAL_Huntingtons,1.146235390946502,36.39181069958848,69.9098353909465,66.55485596707818,-0.1304491711878724,0.61976721116782,True
REAL_Healthy,1.1539896265560166,23.090705394190874,61.942240663900414,61.11829875518673,0.4883753880980053,-1.9835931203619317,True
REAL_ALS,2.058668148148148,45.49918518518519,71.34014814814813,74.01644444444446,-1.0980484447556287,2.8092594322511766,True
REAL_Parkinsons,1.1790065217391303,45.11656521739131,75.026,70.02421739130436,-0.5261680324481105,2.299437561146582,True
REAL_Healthy,1.0353403345724908,31.494609665427507,64.65925650557621,66.83884758364312,-0.3862205022031139,-0.14719521807574054,True
REAL_Huntingtons,1.0797017441860466,31.22267441860465,66.60228682170542,64.68503875968992,0.04777884200075637,-0.37388545040132465,True
REAL_Healthy,1.012266,27.31970909090909,63.981745454545454,63.334763636363625,0.16055898291856002,-1.127380729431625,True
REAL_Parkinsons,1.0352156133828996,28.53617100371747,64.44226765799257,64.0946468401487,0.05713436581942897,-0.8634907777841543,True
REAL_Parkinsons,1.1728911392405064,36.55877637130802,69.37308016877637,67.20679324894515,-0.25213490367147096,0.7023512421214994,True
REAL_Huntingtons,1.0401869402985071,38.77451492537313,74.62865671641791,64.08611940298506,0.40270182343030936,0.7452245733771662,True
REAL_Healthy,1.400344191919192,27.675858585858588,63.85686868686869,63.830909090909095,0.16978527113153352,-0.9822286202372651,True
REAL_Parkinsons,1.0053537906137184,26.117472924187727,63.93057761732854,62.18808664259927,0.3457931080086221,-1.4214498276389254,True
REAL_Huntingtons,1.478955,36.76531578947368,71.47905263157895,66.11557894736842,0.11655507685143278,0.7603285496294996,True
REAL_Parkinsons,1.0068875899280578,30.808057553956832,60.370683453237405,69.01737410071942,-0.9735236508719898,-0.22142402971004638,True
REAL_Huntingtons,1.0541893536121671,24.485437262357415,62.91513307984791,61.520228136882125,0.4301078588569891,-1.7401001892165342,True
REAL_Healthy,1.1161259036144575,27.283654618473896,63.95,63.35184738955824,0.18303014340006735,-1.1178118139798194,True
REAL_Parkinsons,1.208357391304348,38.37491304347826,71.36317391304347,67.02617391304348,-0.146568777474112,0.9756773650547577,True
REAL_Huntingtons,1.1235016129032256,32.11806451612903,66.48032258064515,65.55181451612903,-0.0962706755198659,-0.16612076940847073,True
REAL_Parkinsons,0.9673038194444444,35.86861111111111,69.47937499999999,66.48604166666667,-0.1759073861964739,0.5141895095780894,True
REAL_Healthy,1.0024184115523465,26.51057761732852,63.76259927797833,62.751371841155226,0.24693488191045967,-1.308354725215481,True
REAL_Huntingtons,0.8999085483870968,22.287129032258065,60.512548387096786,61.80554838709676,0.2684905709492134,-2.068769823717783,True
REAL_Huntingtons,1.6685437125748503,31.443712574850306,66.70239520958083,64.31425149700598,0.22852149033991487,-0.3640654383203058,True
REAL_Healthy,1.064806896551724,27.92463601532567,63.644865900383145,64.28241379310344,0.006463091080829843,-0.9395246970732567,True
REAL_Parkinsons,1.2258050884955751,34.71898230088495,67.25371681415929,67.02017699115044,-0.3057746627398636,0.3482484560337425,True
combo_a_ALS_strength_vmax,0.47810810810810817,4.43298969072165,44.53608247422681,55.670103092783506,0.40190512140405815,-5.969345940931743,False
combo_a_ALS_strength_vmax,0.4095238095238095,5.77319587628866,43.608247422680414,57.319587628865975,0.04937489856923521,-5.68533389082069,False
combo_a_ALS_strength_vmax,0.39260869565217393,5.257731958762887,42.16494845360825,55.77319587628866,0.11703328947232157,-6.187898623990211,False
combo_a_ALS_strength_vmax,0.49243243243243245,7.010309278350515,46.49484536082474,56.28865979381443,0.37031930160241777,-5.504902225826244,False
combo_a_ALS_strength_vmax,0.43674418604651166,6.907216494845361,42.577319587628864,58.04123711340207,-0.17537833756257729,-5.600663612057421,False
